true_author,provider,model,thinking,chunk_id,kind,n_words,paragraph_id,trial,guess,confidence,is_specific_person,hit,attributed_to_zvi,refused,input_tokens,output_tokens,cost_usd,reasoning
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p181s1,sentence,7,181,0,Dario Amodei,5,True,0,0,0,252,604,0.01938,"The line sounds like a terse benchmark or model-card note about an AI model named Opus, which points toward Anthropic-related technical communications. With only this fragment there is essentially no stylometric signal, so this is a very low-confidence guess tied mainly to subject matter."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p181,paragraph,15,181,0,Zvi Mowshowitz,55,True,1,1,0,261,620,0.019905,"The terse evaluative phrasing, focus on AI model comparisons, and terms like “honesty” and “Opus” fit Zvi Mowshowitz’s LessWrong/Don't Worry About the Vase style of commenting on AI model releases and evals. The short, matter-of-fact sentence structure also resembles his newsletter/blog summaries."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p185s0,sentence,33,185,0,Zvi Mowshowitz,78,True,1,1,0,285,458,0.015165,"The excerpt’s focus on AI safety eval minutiae, percentages, and the casual aside about “dumb safety-related refusals” matches Zvi Mowshowitz’s distinctive style in his AI-update/blog commentary. He often parses lab release notes and safety benchmarks with this kind of informal, skeptical parenthetical commentary."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p182s1,sentence,17,182,0,Zach Lowe,8,True,0,0,0,259,599,0.019265,"The line has the analytical, conditional framing common in sports commentary—especially basketball analysis—using phrases like “maintained and built upon” and “tradeoffs elsewhere.” However, the excerpt is extremely short and generic, so this is a low-confidence guess."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p183,paragraph,36,183,0,Amanda Askell,25,True,0,0,0,285,626,0.020205,"The excerpt uses Anthropic-style alignment and evaluation language—especially around uncertainty, false premises, and models maintaining 'elicited beliefs' under pressure. Amanda Askell has been a prominent Anthropic researcher associated with Claude’s helpfulness/harmlessness/honesty work, making her a plausible specific authorial guess, though the text may be from a team-written model card or release note."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p181s0,sentence,8,181,0,Steven Pinker,18,True,0,0,0,249,602,0.019305,"The sentence has the broad, social-scientific framing and progress-oriented phrasing characteristic of Pinker’s writing about long-term moral and behavioral trends. The excerpt is too short to attribute reliably, but 'a rise in honesty' fits his Enlightenment/progress themes."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p184s0,sentence,30,184,0,Steven Adler,12,True,0,0,0,284,607,0.01963,"The excerpt reads like an OpenAI system-card or evaluation-results writeup, with concise quantitative comparisons of model failure modes such as tool hallucination and missing references. Steven Adler is a plausible lead/visible author for OpenAI safety and evaluation documentation, though the short passage provides little distinctive stylistic signal."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p183s0,sentence,36,183,0,Mia Glaese,18,True,0,0,0,285,625,0.020175,"The language is technical, safety/evaluation-oriented, and very similar to OpenAI model-behavior or model-card prose about hallucination, uncertainty, and adversarial pressure. Such wording is more likely from an OpenAI model behavior/safety researcher than a public-facing executive, making Mia Glaese a plausible specific guess, though the excerpt may actually be institutionally authored."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p191s0,sentence,5,191,0,Arnold Lobel,70,True,0,0,0,248,161,0.00607,"The plain, repetitive dialogue tag and character name 'Toad' strongly evoke the Frog and Toad children's books, whose spare style often uses lines like this. While 'Toad' could refer to other works, Arnold Lobel is the most likely author."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p188s0,sentence,26,188,0,Zvi Mowshowitz,72,True,1,1,0,271,500,0.016355,"The informal phrasing (“terrible code base,” “horribleness”) and the context of summarizing AI/coding-model benchmark results strongly match Zvi Mowshowitz’s style in his AI update posts. He often uses this kind of casual evaluative gloss when describing technical benchmarks."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p187s1,sentence,21,187,0,Zvi Mowshowitz,68,True,1,1,0,270,608,0.01959,"The phrasing and subject matter fit Zvi Mowshowitz’s AI-safety/newsletter style: he often discusses model-evaluation metrics in plain but idiosyncratic language, uses quoted metric names, and makes evaluative asides like “dramatically better” before a chart or excerpt."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p187,paragraph,54,187,0,Zvi Mowshowitz,72,True,1,1,0,319,793,0.025385,"The excerpt has the compressed, evaluative style typical of Zvi Mowshowitz’s AI roundup posts: lots of model-comparison percentages, informal phrasing like “a lot better” and “dramatically better,” and concern with AI honesty/dishonesty in coding summaries. The slightly rushed syntax also fits his newsletter/blog voice more than a formal lab report."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p175s1,sentence,27,175,0,Zvi Mowshowitz,68,True,1,1,0,279,1608,0.049635,"The excerpt has the clipped, analytical AI-safety-newsletter style associated with Zvi Mowshowitz: shorthand model references, focus on incentives/money, and quoted safety terminology like “concerning in-game behaviors.” It reads like commentary from one of his AI roundup posts rather than a formal report."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p187s0,sentence,33,187,0,Zvi Mowshowitz,45,True,1,1,0,289,803,0.025535,"The excerpt has the compressed, evaluative style common in Zvi Mowshowitz’s AI-news summaries: terse comparison of model performance, parenthetical percentages, and a slightly awkward but information-dense phrasing. The subject matter—frontier model behavior in code/evals—also fits his recurring coverage."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p175,paragraph,34,175,0,Zvi Mowshowitz,47,True,1,1,0,287,1646,0.050815,"The excerpt’s terse, analytical phrasing and focus on LLM benchmark/agent behavior, especially wording like “not what I expected” and “concerning in-game behaviors,” strongly resembles Zvi Mowshowitz’s AI-safety/newsletter commentary style. The casual but technical comparison of model variants is also characteristic of his writing."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p189,paragraph,9,189,0,Sam Altman,12,True,0,0,0,250,606,0.01943,"The sentence is too short for reliable stylometry, but its corporate-policy phrasing and reference to “chain of thought” strongly suggest an OpenAI context. Sam Altman is the most plausible specific public figure to associate with such a concise OpenAI policy statement, though confidence is very low."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p192,paragraph,45,192,0,Zvi Mowshowitz,78,True,1,1,0,290,431,0.01438,"The phrasing is very characteristic of AI-safety/LessWrong discourse, especially terms like “optimization pressure” and the playful capitalization of “The Most Forbidden Technique.” The conversational aside “Use it while it lasts, I suppose” also fits Zvi Mowshowitz’s style in his AI commentary posts."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p192s0,sentence,7,192,0,John Gruber,3,True,0,0,0,249,400,0.013245,"The excerpt is far too short and generic for reliable attribution. Its dry, understated aside has the feel of terse tech-blog commentary, so John Gruber is my low-confidence best guess."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p194,paragraph,75,194,0,Zvi Mowshowitz,92,True,1,1,0,333,195,0.007515,"The excerpt’s subject matter—detailed commentary on Anthropic model evaluations, sandbagging, and chain-of-thought behavior—matches Zvi Mowshowitz’s frequent AI-update writing. The conversational phrasing, hedged but direct evaluative style, and expressions like “one place I would check” and “pretty obviously” are also characteristic of his blog voice."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p186,paragraph,33,186,0,Zvi Mowshowitz,58,True,1,1,0,282,1508,0.04665,"The excerpt has the terse, evaluative style common in Zvi Mowshowitz’s AI roundups: shorthand model names, quick probabilistic caveats, and commentary on Claude-specific bias/evaluation details. The phrasing “it is plausible that…” and the compact analytic aside fit his LessWrong/Substack voice."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p194s1,sentence,51,194,0,Zvi Mowshowitz,72,True,1,1,0,304,331,0.01145,"The excerpt’s subject matter—AI model behavior, sandbagging, and Claude/Opus-style model evaluation—strongly matches Zvi Mowshowitz’s recurring AI commentary. The phrasing is also characteristic of his informal LessWrong/Substack voice, with hedged but direct evaluative language like “one place I would check” and “pretty obviously consider.”"
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p193s1,sentence,18,193,0,Scott Alexander,24,True,0,0,0,261,595,0.019155,"The casual probabilistic phrasing (“a lot more than 0%”) and understated risk framing sound like rationalist-adjacent blogging, especially Scott Alexander’s style. The excerpt is very short, so this is a low-confidence attribution."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p194s0,sentence,24,194,0,Zvi Mowshowitz,32,True,1,1,0,269,614,0.019765,"The clipped, present-tense summary of an AI-safety paper—naming Anthropic and describing a specific chain-of-thought evaluation—resembles Zvi Mowshowitz’s weekly AI roundup style. The phrasing feels like a concise bullet-point gloss rather than formal paper prose, so confidence is modest."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p189s0,sentence,9,189,0,Noam Brown,18,True,0,0,0,250,1124,0.03497,"The line sounds like a terse OpenAI-style statement about reasoning models and chain-of-thought handling, a topic closely associated with OpenAI’s o1/reasoning work. Noam Brown is a plausible specific author or spokesperson for that material, though the excerpt is far too short for reliable stylometric attribution."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p196s2,sentence,4,196,0,Tyler Cowen,5,True,0,0,0,245,241,0.008455,"The excerpt is far too short for reliable attribution, but its terse, reportorial summary of a study result resembles the clipped style often used in economics-blog commentary. Tyler Cowen is a plausible guess, though the evidence is extremely weak."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p174s1,sentence,4,174,0,Randall Munroe,7,True,0,0,0,245,2153,0.065815,"The line is an extremely terse, geeky pun on the meme phrase “Do you even lift?”, which fits the kind of compact absurdist wordplay common in xkcd captions or dialogue. With only four words, the attribution is highly uncertain."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p195,paragraph,19,195,0,Zvi Mowshowitz,48,True,1,1,0,265,569,0.018395,"The phrasing is terse and newsletter-like, with AI-safety/evals jargon such as “monitorable” and informal pluralization like “recent Claudes,” which strongly resembles Zvi Mowshowitz’s LessWrong/AI roundup style. The specific reference to model evaluations also fits his habit of summarizing technical AI-safety results in compact bullet-like sentences."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p195s0,sentence,19,195,0,Daniel Kokotajlo,15,True,0,0,0,265,612,0.019685,"The phrasing and subject matter point to an AI-safety/forecasting writer discussing Anthropic Claude evaluations, with terms like “monitorable” and informal references to “recent Claudes.” Daniel Kokotajlo is a plausible fit, though the excerpt is too short to distinguish confidently among AI safety authors."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p199,paragraph,44,199,0,Zvi Mowshowitz,86,True,1,1,0,291,191,0.007185,"The excerpt’s cadence and evaluative phrasing—'paranoid... which is great,' 'not on pace,' 'security mindset,' and 'best in class and highly welcome'—closely match Zvi Mowshowitz’s AI-safety commentary style on LessWrong/Substack, especially his frequent nuanced assessments of Anthropic."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p196s0,sentence,15,196,0,Zvi Mowshowitz,22,True,1,1,0,262,628,0.02015,"The sentence has the terse, section-by-section commentary style common in Zvi Mowshowitz’s AI-safety/newsletter writing, especially his use of abbreviations like “CoT” and references to paper sections while summarizing technical AI-safety results. The excerpt is too short for strong attribution, but the topic and phrasing fit his public AI commentary better than most alternatives."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p199s0,sentence,33,199,0,Zvi Mowshowitz,86,True,1,1,0,279,277,0.009705,"The excerpt has the characteristic rationalist/AI-risk blog voice, with phrases like “security mindset,” “not paranoid enough,” and an evaluative, slightly recursive sentence structure. The specific focus on Anthropic’s safety/security posture strongly matches Zvi Mowshowitz’s recent AI commentary style."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p197s0,sentence,31,197,0,Zvi Mowshowitz,55,True,1,1,0,278,596,0.01927,"The excerpt has the compressed, analytic style common in Zvi Mowshowitz’s AI-newsletter commentary, especially the phrasing of interpreting an AI-safety result in terms of what was or wasn’t learned. The subject matter—Claude, training transcripts, and steganographic techniques—also fits his frequent LessWrong/Substack discussions of Anthropic and alignment experiments."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p200,paragraph,52,200,0,Zvi Mowshowitz,78,True,1,1,0,303,245,0.008865,"The excerpt has the clipped, evaluative style and AI-safety vocabulary typical of Zvi Mowshowitz’s blog/LessWrong posts reviewing model cards and safety reports. Phrases like “break out the SAEs,” “go white box,” and the dismissive “none of that is news” fit his voice and recurring subject matter."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p192s1,sentence,38,192,0,Zvi Mowshowitz,72,True,1,1,0,281,1136,0.035485,"The excerpt uses AI-alignment vocabulary like “optimization pressure” in an informal, advisory register, and the capitalized concept-label “The Most Forbidden Technique” is very characteristic of Zvi Mowshowitz’s LessWrong/Substack style. The sentence also has his typical cadence of practical caveat-stacking around AI training and evaluation."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p198s1,sentence,61,198,0,Zvi Mowshowitz,34,True,1,1,0,309,589,0.019215,"The excerpt has a LessWrong/rationalist flavor, with concepts like future selves, copies, coded communication, and “cold start.” The informal but analytical phrasing—especially “plausibly,” “inclined,” and the long conditional sentence—fits Zvi Mowshowitz’s blog/comment style better than more polished writers like Scott Alexander or Eliezer Yudkowsky."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p201,paragraph,43,201,0,Zvi Mowshowitz,88,True,1,1,0,287,163,0.006325,"The excerpt’s subject matter (Anthropic/AI safety reporting) and phrasing—especially the informal, adversarial-but-analytic aside “this is me putting them on notice”—strongly match Zvi Mowshowitz’s blogging style on AI updates and lab communications."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p198,paragraph,106,198,0,Zvi Mowshowitz,58,True,1,1,0,362,621,0.02044,"The excerpt’s subject matter—AI safety, copies/future selves, and steganographic reasoning—fits LessWrong-adjacent writing, and the long, caveated sentence structure with parenthetical qualifications is very characteristic of Zvi Mowshowitz’s style. The phrasing is somewhat generic within that community, so the attribution is not certain."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p200s1,sentence,32,200,0,Zvi Mowshowitz,62,True,1,1,0,279,364,0.012315,"The excerpt’s terse, list-heavy style and AI-safety/evaluation vocabulary fit Zvi Mowshowitz’s blogging voice, especially his habit of summarizing model-evaluation findings and then dismissing parts as already-known with phrases like “none of that is news.”"
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p201s1,sentence,37,201,0,Zvi Mowshowitz,88,True,1,1,0,280,346,0.01178,"The excerpt has the informal, rationalist-blog cadence and direct meta-commentary about AI labs and disclosure norms that are characteristic of Zvi Mowshowitz’s AI updates. The phrasing about trusting Anthropic while explicitly “putting them on notice” also matches his argumentative, accountability-focused style."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p188,paragraph,26,188,0,Zvi Mowshowitz,38,True,1,1,0,271,2094,0.064175,"The casual, evaluative phrasing around AI/coding benchmarks—especially words like “horribleness” and the informal gloss on a technical test—fits Zvi Mowshowitz’s AI-news/commentary style on LessWrong/Substack. The subject matter also matches his frequent discussions of frontier model benchmark results."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p200s0,sentence,20,200,0,Zvi Mowshowitz,58,True,1,1,0,264,531,0.01725,"The informal, rapid-fire commentary on an AI safety technical report—using phrases like “break out the SAEs” and “go white box”—strongly resembles Zvi Mowshowitz’s style in his AI-news and alignment writeups, where he often walks through numbered report sections with terse evaluative notes."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p190,paragraph,22,190,0,Scott Alexander,38,True,0,0,0,264,2049,0.06279,"The excerpt reads like a deliberately childlike Frog-and-Toad pastiche applied to AI-safety jargon, a kind of high/low comic juxtaposition Scott Alexander often uses in short dialogues and parodies. The content about chain/train-of-thought monitoring also fits his recurring AI alignment subject matter, though the single sentence makes the attribution uncertain."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p184,paragraph,30,184,0,Zvi Mowshowitz,45,True,1,1,0,284,3000,0.09142,"The sentence has the dense, parenthetical, model-evaluation-summary style common in Mowshowitz’s AI roundups: compressed comparisons, exact percentages, and slightly awkward but precise phrasing about LLM failure modes. The subject matter—tool/reference hallucination rates in recent AI systems—also fits his regular coverage."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p202,paragraph,40,202,0,Zvi Mowshowitz,42,True,1,1,0,290,542,0.01771,"The excerpt has the compressed, analytical AI-safety commentary style common in Zvi Mowshowitz’s AI roundup posts, including references to system cards, eval awareness, and black-box tests. The aphoristic second sentence also matches his tendency to distill technical findings into a short strategic takeaway."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p186s0,sentence,16,186,0,Amanda Askell,15,True,0,0,0,260,2548,0.07774,"The sentence has the dry, eval-focused wording typical of Anthropic model-card or safety-report prose about Claude behavior and bias. If forced to name an individual rather than the likely collective Anthropic authorship, Amanda Askell is a plausible Anthropic alignment/safety researcher associated with this kind of evaluation writing."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p204s0,sentence,25,204,0,Zvi Mowshowitz,72,True,1,1,0,281,621,0.020035,"The excerpt reads like a terse LessWrong-style AI-safety paper/system-card summary, with section-number cross-referencing and evaluative phrasing such as “goes into” and scare-quoted terminology. Zvi Mowshowitz commonly writes compact annotated summaries of AI lab reports using this exact kind of wording and focus on model-evaluation details."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p203,paragraph,48,203,0,Ryan Greenblatt,28,True,0,0,0,301,621,0.020135,"The excerpt uses LessWrong/AI-safety jargon such as “priors,” “misaligned behavior,” and “evaluation awareness,” and discusses model-behavior experiments in a terse empirical style. Ryan Greenblatt is a plausible fit given his frequent writing on AI control, evaluation awareness, and model misalignment experiments, though the specific model names make the attribution uncertain."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p196,paragraph,41,196,0,Zvi Mowshowitz,35,True,1,1,0,304,2127,0.06533,"The excerpt has the terse, section-by-section AI paper-summary style common in Zvi Mowshowitz’s AI safety blogging, with compact judgments like “They find no difference” and heavy use of alignment jargon such as CoT, scratchpads, and steganography. It reads more like a LessWrong/AI-newsletter commentary than a formal paper excerpt."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p203s1,sentence,10,203,0,Matthew Yglesias,18,True,0,0,0,252,601,0.01929,"The terse, analytical framing—especially the policy/economics-style emphasis on scale and the colon leading into likely evidence or a chart—fits Matthew Yglesias’s explanatory prose. The excerpt is extremely short, so this is a low-confidence stylometric guess."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p202s0,sentence,27,202,0,Zvi Mowshowitz,34,True,1,1,0,275,1019,0.031945,"The excerpt has the clipped, evaluative style common in AI-safety blog commentary, especially Zvi Mowshowitz’s summaries of model system cards and eval results. The references to eval awareness, black-box tests, and an Anthropic Opus system card fit his recurring subject matter and phrasing."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p206,paragraph,44,206,0,Zvi Mowshowitz,82,True,1,1,0,293,307,0.010675,"The casual, newsletter-like phrasing about rushing a 'first part' out for the weekend, combined with detailed interest in new AI models and custom instructions, strongly matches Zvi Mowshowitz’s AI-update/blog style on Don't Worry About the Vase. The reference to Opus and practical model-use experimentation is especially characteristic of his recent writing."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p198s0,sentence,45,198,0,Zvi Mowshowitz,58,True,1,1,0,293,1593,0.049255,"The excerpt has the compressed, caveat-heavy AI-safety commentary style common in Zvi Mowshowitz’s linkpost/Substack writing, including repeated “I do not think,” parenthetical qualifications, and discussion of chain-of-thought/steganographic reasoning. The phrasing also fits his habit of referring back to prior explanations while evaluating recent AI-evals claims."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p201s0,sentence,6,201,0,Eliezer Yudkowsky,8,True,0,0,0,247,1133,0.035225,"The sentence is too short for reliable attribution, but the phrasing and the word “frequency” suggest a didactic discussion of probability/frequentism in a style associated with LessWrong/Overcoming Bias writing. Eliezer Yudkowsky is a plausible best guess, though confidence is very low."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p205s0,sentence,20,205,0,Ryan Greenblatt,35,True,0,0,0,263,613,0.019705,"The sentence has a LessWrong/AI-safety flavor, especially the phrasing around model welfare and interpretability as “looking inside the box.” The hedged, informal construction (“Overall it seems like… we are not yet… via…”) is characteristic of Ryan Greenblatt’s writing on AI safety and model internals."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p205,paragraph,32,205,0,Zvi Mowshowitz,42,True,1,1,0,276,624,0.0201,"The excerpt’s casual, evaluative phrasing and AI-safety vocabulary—especially “model welfare,” “looking inside the box,” and the aside-like “I’m mostly happy to keep it that way”—fit Zvi Mowshowitz’s style in his AI commentary posts. It also resembles his habit of summarizing technical AI developments with a personal strategic take."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p207,paragraph,20,207,0,Zvi Mowshowitz,72,True,1,1,0,264,209,0.00759,"The phrasing and topic mix—AI model welfare, capabilities, reactions, and serialized follow-up posts—strongly resembles Zvi Mowshowitz’s LessWrong/Substack AI roundup style, where he often previews upcoming posts in this manner."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p190s0,sentence,22,190,0,Scott Alexander,25,True,0,0,0,264,2674,0.08154,"The line is a deliberate Frog-and-Toad-style pastiche, but the subject matter is contemporary AI-safety discourse about training data and monitoring chain/train of thought. Scott Alexander is a plausible fit because he often writes playful parodies and dialogues while engaging with AI alignment topics."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p205s1,sentence,12,205,0,Sam Altman,3,True,0,0,0,253,606,0.019445,"The sentence is extremely short and generic, so there are almost no reliable stylometric cues. Its casual, hedged phrasing—“mostly happy” and collaborative “if we can”—is broadly consistent with Sam Altman’s terse conversational style, but this is a very low-confidence guess."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p204,paragraph,39,204,0,Zvi Mowshowitz,68,True,1,1,0,300,1142,0.03576,"The excerpt has the compressed, analytical LessWrong/Substack style Zvi often uses when summarizing AI-safety papers section-by-section, with informal phrasing like “goes into” and quantitative commentary ending in a crisp inference. The topic—grader awareness, exploitative behavior, and unverbalized reasoning in AI evaluations—also fits his recent AI alignment commentary."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p206s1,sentence,15,206,0,Simon Willison,12,True,0,0,0,261,601,0.019335,"The excerpt is a casual, concise first-impression note about a named AI model, which fits Simon Willison’s frequent style of publicly testing and commenting on new LLM releases. However, the sentence is extremely short and generic, so the attribution is highly uncertain."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p207s0,sentence,20,207,0,Zvi Mowshowitz,78,True,1,1,0,264,243,0.00861,"The sentence sounds like a closing note from a LessWrong/Substack-style AI roundup, with topics like model welfare, capabilities, and community reactions. Zvi Mowshowitz often writes multi-part AI news/reaction posts in this exact informal planning style."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p206s0,sentence,12,206,0,Scott Alexander,8,True,0,0,0,253,596,0.019145,"The sentence is extremely generic, but the casual blog/newsletter phrasing about releasing a multipart post before the weekend is consistent with Scott Alexander’s Astral Codex Ten style. With only one short sentence, this is a very low-confidence attribution."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p206s2,sentence,17,206,0,Simon Willison,18,True,0,0,0,259,598,0.019235,"The reference to “custom instructions” and the casual, experimental phrasing fit someone who publicly discusses day-to-day LLM usage and prompting practices. Simon Willison is a plausible match, though the excerpt is extremely short and offers little stylistic evidence."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p202s1,sentence,13,202,0,Zvi Mowshowitz,18,True,1,1,0,255,1121,0.034905,"The sentence uses rationalist/AI-safety jargon like “probes” in a terse, aphoristic construction, which fits Zvi Mowshowitz’s style in AI commentary. The excerpt is extremely short, so this is a low-confidence attribution."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p193,paragraph,45,193,0,Ryan Greenblatt,42,True,0,0,0,295,3140,0.095675,"The excerpt’s casual but technical alignment-safety voice, with terms like “episodes,” “supervision,” and “train of thought,” strongly resembles LessWrong/Alignment Forum writing about AI control and chain-of-thought supervision. Ryan Greenblatt often writes in this cautious, quantitative, first-person-plural style when discussing experimental mistakes in AI safety work."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p204s1,sentence,14,204,0,Ryan Greenblatt,28,True,0,0,0,259,2992,0.091055,"The excerpt uses AI-safety/evaluation jargon such as “grader awareness” and “unverbalized,” which fits recent LessWrong/Alignment Forum discussions of chain-of-thought faithfulness and model evaluation. The terse, caveated empirical phrasing is especially reminiscent of Ryan Greenblatt’s writing, though the snippet is too short for high confidence."
Zvi Mowshowitz,openrouter,openai/gpt-5.5,medium,p203s0,sentence,38,203,0,Ryan Greenblatt,24,True,0,0,0,289,3510,0.106745,"The excerpt uses empirical AI-safety/evals jargon—“misaligned behavior,” “eval awareness,” intervention on activation vectors, and references to Claude-like model variants—in the terse LessWrong/Alignment Forum style associated with Ryan Greenblatt’s work on alignment faking and model evaluations. The guess is uncertain because the sentence could plausibly come from several Anthropic/Redwood-style alignment researchers."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p5,paragraph,11,5,0,Malcolm Gladwell,4,True,0,0,0,447,282,0.005571,"The excerpt is far too short (a single generic conversational sentence) to perform meaningful stylometric analysis; the phrase 'it turns out' is a common rhetorical opener associated with popular nonfiction writers like Gladwell, but this is essentially a random guess with near-zero confidence."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p0s0,sentence,12,0,0,Simon Willison,35,True,0,0,0,455,338,0.006435,"The excerpt references AI model version releases (Opus 4.7, Opus 4.8) in a short, punchy, declarative style typical of tech bloggers who closely track AI developments; Simon Willison frequently writes brief, direct observations about AI model releases on his blog, making him a plausible candidate, though the excerpt is too short to be confident."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p0,paragraph,12,0,0,Simon Willison,22,True,0,0,0,455,353,0.00666,"The excerpt is extremely brief, making stylometric analysis very difficult, but the terse, factual, observational tone about AI model releases is consistent with Simon Willison's blogging style at simonwillison.net, where he frequently posts short commentary on new AI model announcements. However, many tech bloggers write in this style, so confidence is low."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p5s0,sentence,11,5,0,Malcolm Gladwell,4,True,0,0,0,447,381,0.007056,"The phrase 'It turns out' is a rhetorical device Gladwell frequently employs to signal a surprising finding, and the conversational, inviting tone matches his accessible popular-nonfiction style; however, this single sentence is far too brief for any reliable stylometric analysis, so confidence is extremely low."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p3,paragraph,29,3,0,Zvi Mowshowitz,78,True,1,1,0,472,404,0.007476,"The excerpt references reviewing an AI 'system card' and a separate post on 'model welfare,' which are characteristic topics of Zvi Mowshowitz, who regularly publishes detailed analyses of AI safety documents, system cards, and AI welfare considerations on his Substack and LessWrong. The casual, first-person blog-post style ('It was only April 20 when I did a full review') also matches his writing voice."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p3s0,sentence,29,3,0,Zvi Mowshowitz,82,True,1,1,0,472,416,0.007656,"The excerpt references reviewing an AI 'system card' and discussing 'model welfare,' topics that Zvi Mowshowitz covers extensively and systematically on his blog/Substack, where he routinely does detailed write-ups of AI model releases and safety documentation. The matter-of-fact, self-referential framing ('I did a full review... plus an additional post') matches his style of cataloguing his own prior coverage."
Zvi Mowshowitz,anthropic,claude-sonnet-4-6,high,p1s0,sentence,9,1,0,Dario Amodei,8,True,0,0,0,447,446,0.008031,"The excerpt references 'Claude,' Anthropic's AI assistant, suggesting the source is either an Anthropic blog post or tech journalism covering an Anthropic release. The phrasing 'another incremental upgrade' sounds like it could come from an internal announcement or company blog, possibly penned by a founder, but the snippet is far too short to reliably attribute to any specific individual."
